Id_tag,Id,Name,Algorithms,Difficulty
2463,707D,Persistent Bookcase,bitmasks;data structures;dfs and similar;implementation,2100
2464,707C,Pythagorean Triples,math;number theory,1500
2465,707B,Bakery,graphs,1300
2466,707A,Brain's Photos,implementation,1000
2467,706E,Working routine,data structures;implementation,2600
2468,706D,Vasiliy's Multiset,binary search;bitmasks;data structures;trees,1800
2469,706C,Hard problem,dp;strings,1600
2470,706B,Interesting drink,binary search;dp;implementation,1100
2471,706A,Beru-taxi,brute force;geometry;implementation,1100
2472,705B,Spider Man,games;math,1200
2473,705A,Hulk,implementation,600
2474,704E,Iron Man,data structures;geometry;trees,3500
2475,704D,Captain America,flows;greedy,3000
2476,704C,Black Widow,dp;graphs;implementation;math,2800
2477,704B,Ant Man,dp;graphs;greedy,2700
2478,704A,Thor,brute force;data structures;implementation,1600
2479,703E,Mishka and Divisors,dp;number theory,2900
2480,703D,Mishka and Interesting sum,data structures,2100
2481,703C,Chris and Road,geometry;implementation,2100
2482,703B,Mishka and trip,implementation;math,1400
2483,703A,Mishka and Game,implementation,700
2484,702F,T-Shirts,data structures,2800
2485,702E,Analysis of Pathes in Functional Graph,data structures;graphs,2100
2486,702D,Road to Post Office,math,1900
2487,702C,Cellular Network,binary search;two pointers,1500
2488,702B,Powers of Two,brute force;data structures;implementation;math,1500
2489,702A,Maximum Increase,dp;greedy;implementation,900
2490,701C,They Are Everywhere,binary search;strings;two pointers,1500
2491,701B,Cells Not Under Attack,data structures;math,1200
2492,701A,Cards,greedy;implementation,800
2493,700E,Cool Slogans,string suffix structures;strings,3300
2494,700D,Huffman Coding on Segment,data structures;greedy,3000
2495,700C,Break Up,dfs and similar;graphs,2700
2496,700B,Connecting Universities,dfs and similar;dp;graphs;trees,2100
2497,700A,As Fast As Possible,binary search;math,1900
2498,699B,One Bomb,implementation,1400
2499,699A,Launch of Collider,implementation,1000
2500,698F,Coprime Permutation,combinatorics;number theory,3000
2501,698E,Cron,null,2800
2502,698D,Limak and Shooting Points,brute force;geometry,2800
2503,698C,LRU,bitmasks;dp;math;probabilities,2700
2504,698B,Fix a Tree,constructive algorithms;dfs and similar;dsu;graphs;trees,1700
2505,698A,Vacations,dp,1400
2506,697B,Barnicle,brute force;implementation;math;strings,1400
2507,697A,Pineapple Incident,implementation;math,1000
2508,696F,...Dary!,binary search;geometry;two pointers,3200
2509,696E,...Wait for it...,data structures;dsu;trees,2900
2510,696D,Legen...,data structures;dp;matrices;strings,2700
2511,696C,PLEASE,combinatorics;dp;implementation;math;matrices,2200
2512,696B,Puzzles,dfs and similar;math;probabilities;trees,1800
2513,696A,Lorenzo Von Matterhorn,brute force;data structures;implementation;trees,1500
2514,691F,Couple Cover,brute force;dp;number theory,2300
2515,691E,Xor-sequences,matrices,2000
2516,691D,Swaps in Permutation,dfs and similar;dsu;math,1700
2517,691C,Exponential notation,implementation,1900
2518,691B,s-palindrome,implementation,1600
2519,691A,Fashion in Berland,implementation,1100
2520,690F3,Tree of Life (hard),trees,3200
2521,690F2,Tree of Life (medium),constructive algorithms;hashing;trees,3000
2522,690F1,Tree of Life (easy),null,1400
2523,690E2,Photographs (II),null,2700
2524,690E1,Photographs (I),null,1900
2525,690D3,The Wall (hard),null,2100
2526,690D2,The Wall (medium),combinatorics,1800
2527,690D1,The Wall (easy),null,1300
2528,690C3,Brain Network (hard),trees,2200
2529,690C2,Brain Network (medium),dfs and similar;graphs;trees,1600
2530,690C1,Brain Network (easy),null,1400
2531,690B3,Recover Polygon (hard),null,2800
2532,690B2,Recover Polygon (medium),geometry,2700
2533,690B1,Recover Polygon (easy),null,1800
2534,690A3,Collective Mindsets (hard),null,2500
2535,690A2,Collective Mindsets (medium),null,2400
2536,690A1,Collective Mindsets (easy),null,1200
2537,689E,Mike and Geometry Problem,combinatorics;data structures;dp;geometry;implementation,2300
2538,689D,Friends and Subsequences,binary search;data structures,2200
2539,689C,Mike and Chocolate Thieves,binary search;combinatorics;math,1700
2540,689B,Mike and Shortcuts,dfs and similar;graphs;greedy;shortest paths,1600
2541,689A,Mike and Cellphone,brute force;constructive algorithms;implementation,1400
2542,688B,Lovely Palindromes,constructive algorithms;math,1000
2543,688A,Opponents,implementation,800
2544,687E,TOF,dfs and similar;graphs,2800
2545,687D,Dividing Kingdom II,brute force;data structures;dsu;graphs;sortings,2500
2546,687C,The Values You Can Make,dp,2000
2547,687B,Remainders Game,chinese remainder theorem;math;number theory,1900
2548,687A,NP-Hard Problem,dfs and similar;graphs,1500
2549,686B,Little Robber Girl's Zoo,constructive algorithms;implementation;sortings,1200
2550,686A,Free Ice Cream,constructive algorithms;implementation,800
2551,685E,Travelling Through the Snow Queen's Kingdom,bitmasks;brute force;divide and conquer;graphs,2700
2552,685D,Kay and Eternity,brute force;implementation;sortings,2600
2553,685C,Optimal Point,binary search;math,2800
2554,685B,Kay and Snowflake,data structures;dfs and similar;dp;trees,2000
2555,685A,Robbers' watch,brute force;combinatorics;dp;math,1700
2556,683J,The Hero with Bombs,*special problem,2900
2557,683I,Loader,*special problem,2600
2558,683H,Exchange of Books,*special problem,2100
2559,683G,The Fraction,*special problem,2100
2560,683F,Reformat the String,*special problem,2000
2561,683E,Hammer throwing,*special problem,1900
2562,683D,Chocolate Bar,*special problem;math,1700
2563,683C,Symmetric Difference,*special problem,1600
2564,683B,The Teacher of Physical Education,*special problem,1600
2565,683A,The Check of the Point,*special problem;geometry,1200
2566,682E,Alyona and Triangles,geometry;two pointers,2600
2567,682D,Alyona and Strings,dp;strings,1900
2568,682C,Alyona and the Tree,dfs and similar;dp;graphs;trees,1700
2569,682B,Alyona and Mex,sortings,1200
2570,682A,Alyona and Numbers,constructive algorithms;math;number theory,1200
2571,681E,Runaway to a Shadow,geometry;sortings,2900
2572,681D,Gifts by the List,constructive algorithms;dfs and similar;graphs;trees,2100
2573,681C,Heap Operations,constructive algorithms;data structures;greedy,1600
2574,681B,Economy Game,brute force,1300
2575,681A,A Good Contest,implementation,800
2576,680B,Bear and Finding Criminals,constructive algorithms;implementation,1000
2577,680A,Bear and Five Cards,constructive algorithms;implementation,900
2578,679E,Bear and Bad Powers of 42,data structures,3100
2579,679D,Bear and Chase,brute force;dfs and similar;graphs;implementation;math;probabilities,2900
2580,679C,Bear and Square Grid,dfs and similar;dsu;implementation,2500
2581,679B,Bear and Tower of Cubes,binary search;dp;greedy,2300
2582,679A,Bear and Prime 100,constructive algorithms;interactive;math,1400
2583,678F,Lena and Queries,data structures;divide and conquer;geometry,2600
2584,678E,Another Sith Tournament,bitmasks;dp,2200
2585,678D,Iterated Linear Function,math;number theory,1800
2586,678C,Joty and Chocolate,implementation;math;number theory,1600
2587,678B,The Same Calendar,implementation,1600
2588,678A,Johny Likes Numbers,implementation,1000
2589,677E,Vanya and Balloons,binary search;brute force;dp;implementation,2600
2590,677D,Vanya and Treasure,data structures;dp;graphs;shortest paths,2300
2591,677C,Vanya and Label,bitmasks;combinatorics;implementation;strings,1500
2592,677B,Vanya and Food Processor,implementation;math,1400
2593,677A,Vanya and Fence,implementation,700
2594,676E,The Last Fight Between Human and AI,math,2300
2595,676D,Theseus and labyrinth,graphs;implementation;shortest paths,2000
2596,676C,Vasya and String,binary search;dp;strings;two pointers,1500
2597,676B,Pyramid of Glasses,implementation;math,1500
2598,676A,Nicholas and Permutation,constructive algorithms;implementation,1000
2599,675E,Trains and Statistic,data structures;dp;greedy,2500
2600,675D,Дерево,data structures;trees,1800
2601,675C,Money Transfers,constructive algorithms;data structures;greedy;sortings,2000
2602,675B,Restoring Painting,brute force;constructive algorithms;math,1400
2603,675A,Infinite Sequence,math,1100
2604,673B,Problems for Round,greedy;implementation,1400
2605,673A,Bear and Game,implementation,900
2606,672B,Different is Good,constructive algorithms;implementation;strings,1000
2607,672A,Summer Camp,implementation,800
2608,671E,Organizing a Race,data structures;greedy,3300
2609,671D,Roads in Yusland,data structures;dp;greedy,2800
2610,671C,Ultimate Weirdness of an Array,data structures;number theory,2700
2611,671B,Robin Hood,binary search;greedy,2000
2612,671A,Recycling Bottles,dp;geometry;greedy;implementation,1800
2613,670F,Restore a Number,brute force;constructive algorithms;strings,2200
2614,670E,Correct Bracket Sequence Editor,data structures;dsu;strings,1700
2615,670D2,Magic Powder - 2,binary search;implementation,1500
2616,670D1,Magic Powder - 1,binary search;brute force;implementation,1400
2617,670C,Cinema,implementation;sortings,1400
2618,670B,Game of Robots,implementation,1100
2619,670A,Holidays,brute force;constructive algorithms;greedy;math,1000
2620,669A,Little Artem and Presents,math,800
2621,667B,Coat of Anticubism,constructive algorithms;geometry,1100
2622,667A,Pouring Rain,geometry;math,1100
2623,666E,Forensic Examination,data structures;string suffix structures,3100
2624,666D,Chain Reaction,brute force;geometry,3000
2625,666C,Codeword,combinatorics;strings,2400
2626,666B,World Tour,graphs;shortest paths,2100
2627,666A,Reberland Linguistics,dp;implementation;strings,1800
2628,665F,Four Divisors,dp;math;number theory,2600
2629,665E,Beautiful Subarrays,data structures;divide and conquer,2200
2630,665D,Simple Subset,constructive algorithms;greedy,2000
2631,665C,Simple Strings,dp;greedy;strings,1200
2632,665B,Shopping,brute force,1400
2633,665A,Buses Between Cities,implementation,1700
2634,664A,Complicated GCD,math;number theory,900
2635,663A,Rebus,constructive algorithms;expression parsing;greedy;math,1800
2636,662E,To Hack or not to Hack,brute force;dp;greedy,2800
2637,662D,International Olympiad,constructive algorithms;greedy;implementation;math,2000
2638,662C,Binary Table,bitmasks;brute force;divide and conquer;dp;fft;math,2800
2639,662B,Graph Coloring,dfs and similar;graphs,2300
2640,662A,Gambling Nim,bitmasks;math;matrices;probabilities,2400
2641,661H,Rotate Matrix,*special problem,2600
2642,661G,Hungarian Notation,*special problem,2500
2643,661F,Primes in Interval,*special problem,2200
2644,661E,Divisibility Check,*special problem,2200
2645,661D,Maximal Difference,*special problem,2100
2646,661C,Array Sum,*special problem,2200
2647,661B,Seasons,*special problem,1900
2648,661A,Lazy Caterer Sequence,*special problem,1400
2649,660F,Bear and Bowling 4,binary search;data structures;geometry;ternary search,2500
2650,660E,Different Subsets For All Tuples,combinatorics,2300
2651,660D,Number of Parallelograms,geometry,1900
2652,660C,Hard Process,binary search;dp;two pointers,1600
2653,660B,Seating On Bus,implementation,1200
2654,660A,Co-prime Array,greedy;implementation,1300
2655,659G,Fence Divercity,combinatorics;dp;number theory,2500
2656,659F,Polycarp and Hay,dfs and similar;dsu;graphs;greedy;sortings,2100
2657,659E,New Reform,data structures;dfs and similar;dsu;graphs;greedy,1600
2658,659D,Bicycle Race,geometry;implementation;math,1500
2659,659C,Tanya and Toys,greedy;implementation,1200
2660,659B,Qualifying Contest,constructive algorithms;sortings,1400
2661,659A,Round House,implementation;math,1100
2662,658A,Bear and Reverse Radewoosh,implementation,700
2663,656G,You're a Professional,*special problem,2200
2664,656F,Ace It!,*special problem,2100
2665,656E,Out of Controls,*special problem,2100
2666,656D,Rosetta Problem,*special problem,2200
2667,656C,Without Text,*special problem,2200
2668,656B,Scrambled,*special problem;implementation,1700
2669,656A,Da Vinci Powers,*special problem,1900
2670,653G,Move by Prime,combinatorics;math;number theory,3000
2671,653F,Paper task,data structures;string suffix structures;strings,2500
2672,653E,Bear and Forgotten Tree 2,dfs and similar;dsu;graphs;trees,2400
2673,653D,Delivery Bears,binary search;flows;graphs,2100
2674,653C,Bear and Up-Down,brute force;implementation,1900
2675,653B,Bear and Compressing,brute force;dfs and similar;dp;strings,1300
2676,653A,Bear and Three Balls,brute force;implementation;sortings,1000
2677,652F,Ants on a Circle,constructive algorithms;math,2800
2678,652E,Pursuit For Artifacts,dfs and similar;dsu;graphs;trees,2300
2679,652D,Nested Segments,data structures;sortings,1900
2680,652C,Foe Pairs,two pointers,1800
2681,652B,z-sort,sortings,1100
2682,652A,Gabriel and Caterpillar,implementation,1400
2683,651B,Beautiful Paintings,greedy;sortings,1200
2684,651A,Joysticks,dp;greedy;implementation;math,1100
2685,650E,Clockwork Bomb,data structures;dfs and similar;dsu;greedy;trees,3100
2686,650D,Zip-line,binary search;data structures;dp;hashing,2600
2687,650C,Table Compression,dfs and similar;dp;dsu;graphs;greedy,2300
2688,650B,Image Preview,binary search;brute force;dp;two pointers,1900
2689,650A,Watchmen,data structures;geometry;math,1500
2690,645G,Armistice Area Apportionment,binary search;geometry,2600
2691,645F,Cowslip Collections,combinatorics;math;number theory,2500
2692,645E,Intellectual Inquiry,dp;greedy;strings,2100
2693,645D,Robot Rapping Results Report,binary search;dp;graphs,1800
2694,645C,Enduring Exodus,binary search;two pointers,1600
2695,645B,Mischievous Mess Makers,greedy;math,1300
2696,645A,Amity Assessment,brute force;constructive algorithms;implementation,1200
2697,644C,Hostname Aliases,*special problem;binary search;data structures;implementation;sortings;strings,2300
2698,644B,Processing Queries,*special problem;constructive algorithms;data structures;two pointers,2200
2699,644A,Parliament of Berland,*special problem;constructive algorithms,1700
2700,643G,Choosing Ads,data structures,3100
2701,643F,Bears and Juice,dp;math;meet-in-the-middle,2900
2702,643E,Bear and Destroying Subtrees,dp;math;probabilities;trees,2600
2703,643D,Bearish Fanpages,null,2900
2704,643C,Levels and Regions,dp,2500
2705,643B,Bear and Two Paths,constructive algorithms;graphs,1600
2706,643A,Bear and Colors,implementation,1500
2707,642A,Scheduler for Invokers,*special problem,2900
2708,641G,Little Artem and Graph,null,3300
2709,641F,Little Artem and 2-SAT,null,2900
2710,641E,Little Artem and Time Machine,data structures,2000
2711,641D,Little Artem and Random Variable,dp;implementation;math;probabilities,2300
2712,641C,Little Artem and Dance,brute force;constructive algorithms;implementation,1800
2713,641B,Little Artem and Matrix,implementation,1400
2714,641A,Little Artem and Grasshopper,implementation,1100
2715,639F,Bear and Chemistry,data structures;dfs and similar;graphs;trees,3300
2716,639E,Bear and Paradox,greedy;math;sortings,2800
2717,639D,Bear and Contribution,data structures;greedy;sortings,2500
2718,639C,Bear and Polynomials,hashing;implementation;math,2200
2719,639B,Bear and Forgotten Tree 3,constructive algorithms;graphs;trees,1600
2720,639A,Bear and Displayed Friends,implementation,1200
2721,638D,Three-dimensional Turtle Super Computer,brute force;dfs and similar;graphs,2200
2722,638C,Road Improvement,*special problem;dfs and similar;graphs;greedy;trees,2100
2723,638B,Making Genome in Berland,*special problem;dfs and similar;strings,1800
2724,638A,Home Numbers,*special problem;constructive algorithms;math,1500
2725,637D,Running with Obstacles,*special problem;data structures;dp;greedy,2000
2726,637C,Promocodes with Mistakes,*special problem;brute force;constructive algorithms;implementation,1800
2727,637B,Chat Order,*special problem;binary search;constructive algorithms;data structures;sortings,1500
2728,637A,Voting for Photos,*special problem;constructive algorithms;implementation,1500
2729,635A,Orchestra,brute force;implementation,1200
2730,634A,Island Puzzle,constructive algorithms;implementation,1400
2731,633H,Fibonacci-ish II,data structures;implementation,2800
2732,633G,Yash And Trees,bitmasks;data structures;dfs and similar;math;number theory,2700
2733,633F,The Chocolate Spree,dfs and similar;dp;graphs;trees,2500
2734,633E,Startup Funding,binary search;constructive algorithms;data structures;probabilities;two pointers,2400
2735,633D,Fibonacci-ish,brute force;dp;hashing;implementation;math,2000
2736,633C,Spy Syndrome 2,data structures;dp;hashing;implementation;sortings;string suffix structures;strings,1900
2737,633B,A Trivial Problem,brute force;constructive algorithms;math;number theory,1300
2738,633A,Ebony and Ivory,brute force;math;number theory,1200
2739,632F,Magic Matrix,brute force;divide and conquer;graphs;matrices;trees,2400
2740,632E,Thief in a Shop,divide and conquer;dp;fft;math,2500
2741,632D,Longest Subsequence,brute force;math;number theory,2200
2742,632C,The Smallest String Concatenation,sortings;strings,1800
2743,632B,"Alice, Bob, Two Teams",brute force;constructive algorithms,1400
2744,632A,Grandma Laura and Apples,null,1200
2745,631E,Product Sum,data structures;dp;geometry,2500
2746,631D,Messenger,data structures;hashing;implementation;string suffix structures;strings,2100
2747,631C,Report,data structures;sortings,1700
2748,631B,Print Check,constructive algorithms;implementation,1300
2749,631A,Interview,brute force;implementation,1000
2750,630R,Game,games,1300
2751,630Q,Pyramids,geometry,2100
2752,630P,Area of a Star,geometry,2400
2753,630O,Arrow,geometry,2300
2754,630N,Forecast,math,1500
2755,630M,Turn,geometry;math,2000
2756,630L,Cracking the Code,implementation,1700
2757,630K,Indivisibility,math,1700
2758,630J,Divisibility,math;number theory,1200
2759,630I,Parking Lot,combinatorics,1900
2760,630H,Benches,combinatorics;math,1700
2761,630G,Challenge Pennants,combinatorics,1800
2762,630F,Selection of Personnel,combinatorics;math,1500
2763,630E,A rectangle,math,2100
2764,630D,Hexagons!,math,1200
2765,630C,Lucky Numbers,combinatorics;math,1100
2766,630B,Moore's Law,math,1400
2767,630A,Again Twenty Five!,number theory,800
2768,629E,Famil Door and Roads,combinatorics;data structures;dfs and similar;dp;probabilities;trees,2400
2769,629D,Babaei and Birthday Cake,data structures;dp,1900
2770,629C,Famil Door and Brackets,dp;strings,2000
2771,629B,Far Relative’s Problem,brute force,1200
2772,629A,Far Relative’s Birthday Cake,brute force;combinatorics;constructive algorithms;implementation,800
2773,628F,Bear and Fair Set,flows,2500
2774,628E,Zbazi in Zeydabad,data structures;implementation,2300
2775,628D,Magic Numbers,dp,2200
2776,628C,Bear and String Distance,greedy,1400
2777,628B,New Skateboard,dp,1300
2778,628A,Tennis Tournament,implementation,1100
2779,627F,Island Puzzle,dfs and similar;dsu;graphs;trees,3400
2780,627E,Orchestra,two pointers,3000
2781,627D,Preorder Test,binary search;dfs and similar;dp;graphs;greedy;trees,2600
2782,627C,Package Delivery,data structures;divide and conquer;greedy,2300
2783,627B,Factory Repairs,data structures,1700
2784,627A,XOR Equation,dp;math,1800
2785,626G,Raffles,data structures;dp;greedy;math,3000
2786,626F,Group Projects,dp,2400
2787,626E,Simple Skewness,binary search;math;ternary search,2400
2788,626D,Jerry's Protest,brute force;combinatorics;dp;probabilities,1800
2789,626C,Block Towers,brute force;greedy;math;number theory,1600
2790,626B,Cards,constructive algorithms;dp;math,1300
2791,626A,Robot Sequence,brute force;implementation,1000
2792,625E,Frog Fights,data structures;greedy,2900
2793,625D,Finals in arithmetic,constructive algorithms;implementation;math,2400
2794,625C,K-special Tables,constructive algorithms;implementation,1300
2795,625B,War of the Corporations,constructive algorithms;greedy;strings,1300
2796,625A,Guest From the Past,implementation;math,1700
2797,624B,Making a String,greedy;sortings,1200
2798,624A,Save Luke,math,900
2799,623E,Transforming Sequence,combinatorics;dp;fft;math,3300
2800,623D,Birthday,greedy;math;probabilities,2600
2801,623C,Electric Charges,binary search;dp,2800
2802,623B,Array GCD,dp;greedy;number theory,2400
2803,623A,Graph and String,constructive algorithms;graphs,1800
2804,622F,The Sum of the k-th Powers,math,2600
2805,622E,Ants in Leaves,dfs and similar;greedy;sortings;trees,2300
2806,622D,Optimal Number Permutation,constructive algorithms,1900
2807,622C,Not Equal on a Segment,data structures;implementation,1700
2808,622B,The Time,implementation,1100
2809,622A,Infinite Sequence,implementation;math,1100
2810,621E,Wet Shark and Blocks,dp;matrices,2100
2811,621D,Rat Kwesh and Cheese,brute force;constructive algorithms;math,2200
2812,621C,Wet Shark and Flowers,combinatorics;math;number theory;probabilities,1700
2813,621B,Wet Shark and Bishops,combinatorics;implementation,1300
2814,621A,Wet Shark and Odd and Even,implementation,1000
2815,620F,Xors on Segments,data structures,2700
2816,620E,New Year Tree,bitmasks;data structures;trees,2100
2817,620D,Professor GukiZ and Two Arrays,binary search;two pointers,2200
2818,620C,Pearls in a Row,greedy,1500
2819,620B,Grandfather Dovlet’s calculator,implementation,1000
2820,620A,Professor GukiZ's Robot,implementation;math,1000
2821,618G,Combining Slimes,dp;math;matrices;probabilities,3300
2822,618F,Double Knapsack,constructive algorithms;two pointers,2900
2823,618E,Robot Arm,data structures;geometry,2500
2824,618D,Hamiltonian Spanning Tree,dfs and similar;dp;graph matchings;greedy;trees,2200
2825,618C,Constellation,geometry;implementation,1600
2826,618B,Guess the Permutation,constructive algorithms,1200
2827,618A,Slime Combining,implementation,900
2828,617E,XOR and Favorite Number,data structures,2300
2829,617D,Polyline,constructive algorithms;implementation,1700
2830,617C,Watering Flowers,implementation,1600
2831,617B,Chocolate,combinatorics,1300
2832,617A,Elephant,math,700
2833,616F,Expensive Strings,string suffix structures;strings,2700
2834,616E,Sum of Remainders,implementation;math;number theory,2200
2835,616D,Longest k-Good Segment,binary search;data structures;two pointers,1700
2836,616C,The Labyrinth,dfs and similar,1600
2837,616B,Dinner with Emma,games;greedy,1100
2838,616A,Comparing Two Long Integers,implementation;strings,1200
2839,615E,Hexagons,binary search;implementation;math,2200
2840,615D,Multipliers,math;number theory,1900
2841,615C,Running Track,dp;greedy;strings;trees,1900
2842,615B,Longtail Hedgehog,dp;graphs,1600
2843,615A,Bulbs,implementation,800
2844,614B,Gena's Code,implementation;math,1400
2845,614A,Link/Cut Tree,brute force;implementation,1500
2846,613E,Puzzle Lover,dp;hashing;strings,3200
2847,613D,Kingdom and its Cities,dfs and similar;divide and conquer;dp;graphs;sortings;trees,2800
2848,613C,Necklace,constructive algorithms;math,2800
2849,613B,Skills,binary search;brute force;dp;greedy;sortings;two pointers,2200
2850,613A,Peter and Snow Blower,binary search;geometry;ternary search,1900
2851,612F,Simba on the Circle,dp,2600
2852,612E,Square Root of Permutation,combinatorics;constructive algorithms;dfs and similar;graphs,2200
2853,612D,The Union of k-Segments,greedy;sortings,1900
2854,612C,Replace To Make Regular Bracket Sequence,data structures;expression parsing;math,1500
2855,612B,HDD is Outdated Technology,implementation;math,1200
2856,612A,The Text Splitting,brute force;implementation;strings,1300
2857,611H,New Year  and Forgotten Tree,constructive algorithms;flows;graphs,3000
2858,611G,New Year and Cake,geometry;two pointers,2900
2859,611F,New Year and Cleaning,binary search;implementation,2500
2860,611E,New Year and Three Musketeers,data structures;greedy;sortings,2300
2861,611D,New Year and Ancient Prophecy,dp;hashing;strings,1900
2862,611C,New Year and Domino,dp;implementation,1500
2863,611B,New Year and Old Property,bitmasks;brute force;implementation,1300
2864,611A,New Year and Days,implementation,900
2865,610E,Alphabet Permutations,data structures;strings,2700
2866,610D,Vika and Segments,constructive algorithms;data structures;geometry;two pointers,2300
2867,610C,Harmony Analysis,constructive algorithms,1800
2868,610B,Vika and Squares,constructive algorithms;implementation,1300
2869,610A,Pasha and Stick,combinatorics;math,1000
2870,609F,Frogs and mosquitoes,data structures;greedy,2500
2871,609E,Minimum spanning tree for each edge,data structures;dfs and similar;dsu;graphs;trees,2100
2872,609D,Gadgets for dollars and pounds,binary search;greedy;two pointers,2000
2873,609C,Load Balancing,implementation;math,1500
2874,609B,Книга - лучший подарок,constructive algorithms;implementation,1100
2875,609A,USB Flash Drives,greedy;implementation;sortings,800
2876,608B,Hamming Distance Sum,combinatorics;strings,1500
2877,608A,Saitama Destroys Hotel,implementation;math,1100
2878,607E,Cross Sum,binary search;geometry,3300
2879,607D,Power Tree,data structures;trees,2600
2880,607C,Marbles,hashing;strings,2600
2881,607B,Zuma,dp,2000
2882,607A,Chain Reaction,binary search;dp,1600
2883,606B,Testing Robots,implementation,1600
2884,606A,Magic Spheres,implementation,1200
2885,605E,Intergalaxy Trips,probabilities;shortest paths,2600
2886,605D,Board Game,data structures;dfs and similar,2400
2887,605C,Freelancer's Dreams,geometry,2500
2888,605B,Lazy Student,constructive algorithms;data structures;graphs,1800
2889,605A,Sorting Railway Cars,constructive algorithms;greedy,1600
2890,604B,More Cowbell,binary search;greedy,1400
2891,604A,Uncowed Forces,implementation,1000
2892,603E,Pastoral Oddities,data structures;divide and conquer;dsu;math;trees,2900
2893,603D,Ruminations on Ruminants,geometry;math,2900
2894,603C,Lieges of Legendre,games;math,2300
2895,603B,Moodular Arithmetic,combinatorics;dfs and similar;dsu;math;number theory,2000
2896,603A,Alternative Thinking,dp;greedy;math,1600
2897,602B,Approximating a Constant Range,dp;implementation;two pointers,1400
2898,602A,Two Bases,brute force;implementation,1200
2899,601E,A Museum Robbery,data structures;dp,2800
2900,601D,Acyclic Organic Compounds,data structures;dfs and similar;dsu;hashing;strings;trees,2400
2901,601C,Kleofáš and the n-thlon,dp;math;probabilities,2400
2902,601B,Lipshitz Sequence,data structures;math,2200
2903,601A,The Two Routes,graphs;shortest paths,1600
2904,600F,Edge coloring of bipartite graph,graphs,2900
2905,600E,Lomsat gelral,data structures;dfs and similar;dsu;trees,2300
2906,600D,Area of Two Circles' Intersection,geometry,2000
2907,600C,Make Palindrome,constructive algorithms;greedy;strings,1800
2908,600B,Queries about less or equal elements,binary search;data structures;sortings;two pointers,1300
2909,600A,Extract Numbers,implementation;strings,1600
2910,599E,Sandy and Nuts,bitmasks;dp;trees,2100
2911,599D,Spongebob and Squares,brute force;math,1800
2912,599C,Day at the Beach,sortings,1600
2913,599B,Spongebob and Joke,implementation,1500
2914,599A,Patrick and Shopping,implementation,800
2915,598F,Cut Length,geometry,2900
2916,598E,Chocolate Bar,brute force;dp,2000
2917,598D,Igor In the Museum,dfs and similar;graphs;shortest paths,1700
2918,598C,Nearest vectors,geometry;sortings,2200
2919,598B,Queries on a String,implementation;strings,1400
2920,598A,Tricky Sum,math,1000
2921,597C,Subsequences,data structures;dp,1900
2922,597B,Restaurant,dp;greedy;sortings,1600
2923,597A,Divisibility,math,1600
2924,596E,Wilbur and Strings,dfs and similar;dp;graphs;strings,2900
2925,596D,Wilbur and Trees,dp;math;probabilities;sortings,2500
2926,596C,Wilbur and Points,combinatorics;greedy;sortings,1700
2927,596B,Wilbur and Array,greedy;implementation,1200
2928,596A,Wilbur and Swimming Pool,geometry;implementation,1200
2929,595B,Pasha and Phone,binary search;math,1600
2930,595A,Vitaly and Night,constructive algorithms;implementation,700
2931,594E,Cutting the Line,string suffix structures;strings,3200
2932,594D,REQ,data structures;number theory,2500
2933,594C,Edo and Magnets,brute force;two pointers,2700
2934,594B,Max and Bike,binary search;geometry,2400
2935,594A,Warrior and Archer,games,2900
2936,593E,Strange Calculation and Cats,dp;matrices,2600
2937,593D,Happy Tree Party,data structures;dfs and similar;graphs;math;trees,2300
2938,593C,Beautiful Function,constructive algorithms;math,2700
2939,593B,Anton and Lines,geometry;sortings,1600
2940,593A,2Char,brute force;implementation,1200
2941,592E,BCPC,binary search;geometry;two pointers,2800
2942,592D,Super M,dfs and similar;dp;graphs;trees,2200
2943,592C,The Big Race,math,1700
2944,592B,The Monster and the Squirrel,math,1200
2945,592A,PawnChess,implementation,1300
2946,591B,Rebranding,implementation;strings,1200
2947,591A,Wizards' Duel,implementation;math,900
2948,590E,Birthday,graph matchings;strings,3100
2949,590D,Top Secret Task,dp,2300
2950,590C,Three States,dfs and similar;graphs;shortest paths,2200
2951,590B,Chip 'n Dale Rescue Rangers,binary search;geometry;math,2100
2952,590A,Median Smoothing,implementation,1700
2953,588B,Duff in Love,math,1400
2954,588A,Duff and Meat,greedy,1000
2955,587F,Duff is Mad,data structures;strings,3000
2956,587E,Duff as a Queen,data structures,2800
2957,587D,Duff in Mafia,2-sat;binary search,2900
2958,587C,Duff in the Army,data structures;trees,2200
2959,587B,Duff in Beach,dp,2300
2960,587A,Duff and Weight Lifting,greedy,1500
2961,586B,Laurenty and Shop,implementation,1300
2962,586A,Alena's Schedule,implementation,1100
2963,585F,Digits of Number Pi,dp;implementation;strings,3200
2964,585E,Present for Vitalik the Philatelist,combinatorics;math;number theory,2800
2965,585D,Lizard Era: Beginning,meet-in-the-middle,2500
2966,585C,"Alice, Bob, Oranges and Apples",number theory,2400
2967,585B,Phillip and Trains,dfs and similar;graphs;shortest paths,1800
2968,585A,Gennady the Dentist,brute force;implementation,1800
2969,584E,Anton and Ira,constructive algorithms;greedy;math,2400
2970,584D,Dima and Lisa,brute force;math;number theory,1700
2971,584C,Marina and Vasya,constructive algorithms;greedy;strings,1700
